#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr11,102819747,102826967	chr11,102598963,102606772
chr11,102819747,102826967	chr11,102654513,102662418
chr11,102819747,102826967	chr11,106908333,106911082
chr11,102819747,102826967	chr11,90399820,90405405
chr11,102962489,102963092	chr11,102972079,102977972
chr11,102979730,102980686	chr11,106705462,106708986
chr11,102979730,102980686	chr11,106796438,106799006
chr11,10311659,10322319	chr11,9884691,9888295
chr11,10325114,10330150	chr11,10750373,10757978
chr11,10325114,10330150	chr11,9621399,9627893
chr11,10325114,10330150	chr11,9664205,9673269
chr11,10325114,10330150	chr11,9878260,9884071
chr11,10325114,10330150	chr11,9925141,9929217
chr11,10325114,10330150	chr11,9958818,9963250
chr11,10325114,10330150	chr11,9972073,9973485
chr11,10325114,10330150	chr11,9994423,10004042
chr11,103904348,103914187	chr11,103471250,103475021
chr11,104034560,104038568	chr11,103551500,103564000
chr11,10413868,10424259	chr11,10729519,10731672
chr11,10413868,10424259	chr11,10750373,10757978
chr11,10413868,10424259	chr11,9773962,9775889
chr11,10413868,10424259	chr11,9798879,9804725
chr11,10413868,10424259	chr11,9852462,9857771
chr11,104970968,104972481	chr11,104099098,104102941
chr11,104970968,104972481	chr11,105584377,105589011
chr11,105000163,105011822	chr11,104460477,104464130
chr11,105000163,105011822	chr11,105584377,105589011
chr11,10528592,10531889	chr11,10105567,10109202
chr11,10528592,10531889	chr11,11426182,11433931
chr11,10528592,10531889	chr11,9824087,9828035
chr11,10528592,10531889	chr11,9865636,9878259
chr11,105478042,105482335	chr11,103467817,103471249
chr11,10559238,10563945	chr11,10080457,10086862
chr11,10559238,10563945	chr11,9775890,9798511
chr11,10559238,10563945	chr11,9841149,9849631
chr11,105692200,105697180	chr11,105924996,105931902
chr11,105843777,105846510	chr11,103595379,103597931
chr11,105843777,105846510	chr11,103642389,103648245
chr11,105843777,105846510	chr11,104481072,104484507
chr11,105843777,105846510	chr11,104720626,104734814
chr11,105941458,105949844	chr11,105395523,105402130
chr11,105971117,105973205	chr11,107258734,107265395
chr11,10632095,10645359	chr11,10424382,10435058
chr11,10632095,10645359	chr11,9798879,9804725
chr11,10632095,10645359	chr11,9824087,9828035
chr11,106887650,106890215	chr11,106280549,106286937
chr11,106887650,106890215	chr11,106561568,106563156
chr11,106887650,106890215	chr11,106577134,106585669
chr11,106887650,106890215	chr11,106592463,106606847
chr11,10714137,10719545	chr11,10424382,10435058
chr11,10714137,10719545	chr11,9701180,9706529
chr11,10714137,10719545	chr11,9775890,9798511
chr11,10714137,10719545	chr11,9824087,9828035
chr11,107327827,107329319	chr11,106151173,106162066
chr11,107430664,107438368	chr11,107551353,107553043
chr11,107430664,107438368	chr11,107583929,107586566
chr11,107460486,107464665	chr11,107551353,107553043
chr11,107460486,107464665	chr11,107556210,107560323
chr11,107460486,107464665	chr11,107725735,107736665
chr11,107460486,107464665	chr11,108992182,108995158
chr11,107460486,107464665	chr11,92179704,92186813
chr11,10757979,10772658	chr11,10398542,10402157
chr11,10757979,10772658	chr11,10424382,10435058
chr11,10757979,10772658	chr11,9694334,9698926
chr11,107792015,107810269	chr11,107430201,107430663
chr11,107792015,107810269	chr11,107610774,107614882
chr11,107876631,107884944	chr11,131907522,131911016
chr11,107982760,107992465	chr11,102911458,102919719
chr11,107982760,107992465	chr11,108370875,108380222
chr11,107982760,107992465	chr11,108556376,108560828
chr11,107982760,107992465	chr11,109565943,109568689
chr11,108093134,108097336	chr11,102415863,102424179
chr11,108093134,108097336	chr11,111852673,111856331
chr11,108093134,108097336	chr11,94136303,94148473
chr11,10822742,10825488	chr11,10820602,10822578
chr11,10822742,10825488	chr11,11040992,11043028
chr11,108337420,108341614	chr11,107950591,107951584
chr11,108337420,108341614	chr11,109565943,109568689
chr11,108362655,108370874	chr11,108505600,108507643
chr11,108362655,108370874	chr11,109358701,109362070
chr11,108462593,108466253	chr11,108216010,108218802
chr11,108462593,108466253	chr11,92663488,92670435
chr11,108526968,108539820	chr11,108204873,108208169
chr11,10878734,10900352	chr11,11651119,11656663
chr11,10878734,10900352	chr11,11741363,11751320
chr11,108876109,108876724	chr11,109260839,109267440
chr11,108876109,108876724	chr11,109452573,109460789
chr11,108876109,108876724	chr11,109519107,109523453
chr11,108876109,108876724	chr11,109579010,109581145
chr11,109961478,109966743	chr11,111299960,111302280
chr11,110161449,110171246	chr11,108284885,108288884
chr11,110295196,110303826	chr11,109720725,109726669
chr11,110295196,110303826	chr11,111040796,111047367
chr11,110295196,110303826	chr11,111283610,111290090
chr11,110578688,110584840	chr11,109765979,109769162
chr11,110578688,110584840	chr11,111135758,111138214
chr11,110578688,110584840	chr11,111152379,111164199
chr11,110578688,110584840	chr11,111291551,111299959
chr11,111125171,111131367	chr11,110344318,110346784
chr11,111125171,111131367	chr11,110852010,110865800
chr11,111125171,111131367	chr11,111302281,111307982
chr11,111166856,111180734	chr11,110325012,110332857
chr11,111253148,111255164	chr11,110346892,110350095
chr11,111253148,111255164	chr11,110789059,110794446
chr11,111316829,111331574	chr11,110043968,110047726
chr11,111316829,111331574	chr11,110109286,110113476
chr11,111316829,111331574	chr11,110123701,110135203
chr11,111316829,111331574	chr11,110344318,110346784
chr11,111316829,111331574	chr11,111147996,111152041
chr11,111316829,111331574	chr11,127759948,127763861
chr11,111377809,111388478	chr11,129843065,129859262
chr11,111394050,111397647	chr11,110325012,110332857
chr11,111394050,111397647	chr11,110346892,110350095
chr11,111410721,111417434	chr11,110344318,110346784
chr11,111410721,111417434	chr11,111714572,111716233
chr11,111467855,111478001	chr11,108216010,108218802
chr11,111467855,111478001	chr11,111585763,111592140
chr11,111467855,111478001	chr11,111596697,111597402
chr11,111467855,111478001	chr11,111627253,111630160
chr11,111467855,111478001	chr11,111640442,111645954
chr11,111467855,111478001	chr11,111645955,111650270
chr11,111467855,111478001	chr11,111659638,111664096
chr11,111467855,111478001	chr11,111697150,111700160
chr11,111467855,111478001	chr11,111700161,111703360
chr11,111467855,111478001	chr11,111714572,111716233
chr11,111467855,111478001	chr11,111716913,111717736
chr11,111467855,111478001	chr11,111717737,111718691
chr11,111467855,111478001	chr11,111718692,111722562
chr11,111467855,111478001	chr11,111722563,111729148
chr11,111467855,111478001	chr11,111908793,111913018
chr11,111467855,111478001	chr11,111922005,111928318
chr11,111633900,111637819	chr11,111408370,111410720
chr11,111633900,111637819	chr11,111427919,111431280
chr11,111633900,111637819	chr11,111432752,111437347
chr11,111633900,111637819	chr11,111443584,111452541
chr11,111633900,111637819	chr11,111458126,111460501
chr11,111633900,111637819	chr11,111478002,111484080
chr11,111633900,111637819	chr11,111489008,111491129
chr11,111685610,111697149	chr11,111340444,111341318
chr11,111685610,111697149	chr11,111427919,111431280
chr11,111685610,111697149	chr11,111437348,111443583
chr11,111685610,111697149	chr11,111491463,111495049
chr11,111685610,111697149	chr11,111546397,111555778
chr11,111685610,111697149	chr11,111572369,111574399
chr11,111685610,111697149	chr11,111609787,111611580
chr11,111748606,111750671	chr11,111432752,111437347
chr11,111748606,111750671	chr11,111460502,111466968
chr11,111748606,111750671	chr11,111852673,111856331
chr11,111748606,111750671	chr11,111891951,111893957
chr11,111748606,111750671	chr11,111893958,111895343
chr11,111748606,111750671	chr11,111895766,111900142
chr11,111748606,111750671	chr11,117143828,117146392
chr11,111750672,111753064	chr11,111432752,111437347
chr11,111750672,111753064	chr11,111460502,111466968
chr11,111750672,111753064	chr11,111799586,111807124
chr11,111750672,111753064	chr11,111893958,111895343
chr11,111750672,111753064	chr11,84400126,84402308
chr11,111782537,111789416	chr11,108409185,108409771
chr11,111782537,111789416	chr11,110346892,110350095
chr11,111782537,111789416	chr11,111852673,111856331
chr11,111792339,111797029	chr11,111908793,111913018
chr11,111792339,111797029	chr11,95589318,95595110
chr11,111797030,111799585	chr11,111349450,111353927
chr11,111797030,111799585	chr11,111852673,111856331
chr11,111797030,111799585	chr11,111889878,111891367
chr11,111797030,111799585	chr11,111895766,111900142
chr11,111797030,111799585	chr11,92031175,92032836
chr11,111895344,111895765	chr11,111333480,111339973
chr11,111935382,111945717	chr11,111452542,111454808
chr11,111935382,111945717	chr11,111491463,111495049
chr11,111935382,111945717	chr11,111852673,111856331
chr11,111935382,111945717	chr11,111922005,111928318
chr11,111935382,111945717	chr11,111928319,111933713
chr11,111935382,111945717	chr11,124643212,124648215
chr11,111935382,111945717	chr11,79830879,79832286
chr11,111935382,111945717	chr11,82892666,82896865
chr11,111935382,111945717	chr11,93410141,93412391
chr11,111954845,111967749	chr11,111799586,111807124
chr11,111954845,111967749	chr11,113986785,113995634
chr11,112037372,112039965	chr11,113108070,113114545
chr11,112037372,112039965	chr11,114555607,114556666
chr11,112041388,112046511	chr11,112858505,112861668
chr11,112089020,112098630	chr11,112690107,112693876
chr11,112118320,112131704	chr11,112505111,112510812
chr11,112118320,112131704	chr11,113440633,113446427
chr11,112118320,112131704	chr11,129941842,129952720
chr11,112221363,112235577	chr11,112693877,112713033
chr11,112221363,112235577	chr11,113114546,113118742
chr11,112221363,112235577	chr11,113134926,113139670
chr11,112221363,112235577	chr11,113159802,113164195
chr11,112221363,112235577	chr11,44082459,44084664
chr11,112470992,112473511	chr11,112974980,112981488
chr11,112470992,112473511	chr11,112984431,112986002
chr11,112470992,112473511	chr11,113098445,113108069
chr11,112470992,112473511	chr11,113114546,113118742
chr11,112470992,112473511	chr11,113120861,113129721
chr11,112470992,112473511	chr11,113159802,113164195
chr11,112470992,112473511	chr11,113164196,113166864
chr11,112470992,112473511	chr11,113247118,113252687
chr11,112470992,112473511	chr11,113551827,113553337
chr11,112470992,112473511	chr11,126783688,126788371
chr11,112830293,112835685	chr11,112392515,112394531
chr11,112830293,112835685	chr11,112463213,112470991
chr11,112830293,112835685	chr11,112560572,112562378
chr11,112845749,112848565	chr11,112156630,112159031
chr11,113139671,113147634	chr11,112171763,112180775
chr11,113139671,113147634	chr11,112349832,112357169
chr11,113139671,113147634	chr11,112454982,112460405
chr11,113139671,113147634	chr11,112517990,112522288
chr11,113139671,113147634	chr11,112522369,112528083
chr11,113139671,113147634	chr11,112612493,112624340
chr11,113139671,113147634	chr11,112666012,112668136
chr11,113173183,113186571	chr11,112143367,112156629
chr11,113173183,113186571	chr11,112159032,112164592
chr11,113173183,113186571	chr11,113398328,113412102
chr11,113173183,113186571	chr11,113586641,113590373
chr11,113173183,113186571	chr11,113593428,113596583
chr11,113173183,113186571	chr11,113596584,113604478
chr11,113252688,113258843	chr11,112340822,112344132
chr11,113252688,113258843	chr11,113590693,113593427
chr11,113252688,113258843	chr11,113596584,113604478
chr11,113339666,113361778	chr11,112416555,112424413
chr11,113339666,113361778	chr11,112454982,112460405
chr11,113339666,113361778	chr11,113596584,113604478
chr11,113577040,113578203	chr11,111722563,111729148
chr11,113577040,113578203	chr11,113208372,113212787
chr11,113577040,113578203	chr11,113575438,113576527
chr11,1136358,1223606	chr11,1545149,1550694
chr11,11371663,11375157	chr11,11691521,11700136
chr11,11371663,11375157	chr11,11741363,11751320
chr11,11371663,11375157	chr11,11810463,11814225
chr11,113725724,113730658	chr11,114111164,114127303
chr11,113744031,113757899	chr11,114072262,114075509
chr11,113771136,113777452	chr11,114096800,114105856
chr11,113839777,113849344	chr11,114111164,114127303
chr11,113839777,113849344	chr11,114130512,114132675
chr11,113839777,113849344	chr11,114166527,114175653
chr11,113929460,113932061	chr11,114080732,114083749
chr11,113929460,113932061	chr11,115943643,115950543
chr11,113954239,113969656	chr11,114005431,114011104
chr11,114127328,114130511	chr11,113765474,113768308
chr11,114127328,114130511	chr11,113858802,113863042
chr11,114127328,114130511	chr11,113863043,113866736
chr11,114127328,114130511	chr11,113866737,113872286
chr11,114127328,114130511	chr11,113872329,113874359
chr11,114127328,114130511	chr11,113891425,113893625
chr11,114127328,114130511	chr11,113897021,113900720
chr11,114127328,114130511	chr11,113910661,113913680
chr11,114127328,114130511	chr11,113939368,113954238
chr11,114250749,114257903	chr11,116737743,116757173
chr11,114266795,114274956	chr11,114627294,114635618
chr11,114305961,114312895	chr11,114840630,114844711
chr11,114305961,114312895	chr11,114859717,114864647
chr11,114396455,114399238	chr11,114625314,114627293
chr11,115263071,115273271	chr11,114635619,114638662
chr11,115263071,115273271	chr11,116545992,116551238
chr11,11585726,11592091	chr11,11049501,11058345
chr11,116189740,116191888	chr11,115123605,115127039
chr11,116189740,116191888	chr11,116374064,116378285
chr11,11635811,11646726	chr11,11063000,11068093
chr11,11635811,11646726	chr11,11095428,11102212
chr11,11635811,11646726	chr11,11179314,11186090
chr11,11635811,11646726	chr11,11331872,11336725
chr11,11635811,11646726	chr11,11388941,11396420
chr11,11635811,11646726	chr11,11426182,11433931
chr11,11635811,11646726	chr11,11781505,11782793
chr11,11635811,11646726	chr11,12904617,12907608
chr11,116640801,116647666	chr11,116974061,116984411
chr11,116640801,116647666	chr11,116984412,116986876
chr11,116640801,116647666	chr11,117056246,117065467
chr11,116640801,116647666	chr11,117082521,117092173
chr11,116640801,116647666	chr11,117110731,117112674
chr11,116640801,116647666	chr11,117117643,117126823
chr11,116640801,116647666	chr11,117156561,117159857
chr11,116657530,116663529	chr11,116923481,116930117
chr11,116657530,116663529	chr11,116948153,116954943
chr11,116657530,116663529	chr11,116974061,116984411
chr11,116657530,116663529	chr11,116984412,116986876
chr11,116657530,116663529	chr11,117021420,117030039
chr11,116657530,116663529	chr11,117056246,117065467
chr11,116657530,116663529	chr11,117082521,117092173
chr11,116657530,116663529	chr11,117110731,117112674
chr11,116657530,116663529	chr11,117117643,117126823
chr11,116657530,116663529	chr11,117143828,117146392
chr11,116689766,116707937	chr11,116923481,116930117
chr11,116689766,116707937	chr11,116974061,116984411
chr11,116689766,116707937	chr11,116986877,116998189
chr11,116689766,116707937	chr11,116998726,116999275
chr11,116689766,116707937	chr11,117056246,117065467
chr11,116689766,116707937	chr11,117082521,117092173
chr11,116689766,116707937	chr11,71326344,71336699
chr11,116707938,116710820	chr11,116954944,116960520
chr11,116707938,116710820	chr11,116974061,116984411
chr11,116707938,116710820	chr11,117021420,117030039
chr11,116707938,116710820	chr11,117056246,117065467
chr11,116707938,116710820	chr11,117082521,117092173
chr11,116707938,116710820	chr11,117236615,117250623
chr11,116968002,116974060	chr11,116599629,116600905
chr11,116968002,116974060	chr11,116622364,116626606
chr11,116968002,116974060	chr11,116647667,116651043
chr11,116968002,116974060	chr11,116653884,116657529
chr11,116968002,116974060	chr11,116663530,116674805
chr11,116968002,116974060	chr11,116674806,116677880
chr11,116968002,116974060	chr11,116677881,116681040
chr11,116968002,116974060	chr11,116681041,116684602
chr11,116968002,116974060	chr11,116710821,116713197
chr11,116968002,116974060	chr11,116713198,116721971
chr11,116968002,116974060	chr11,116721972,116726983
chr11,116968002,116974060	chr11,116726984,116732129
chr11,116968002,116974060	chr11,116732130,116733319
chr11,116968002,116974060	chr11,116733320,116734832
chr11,116968002,116974060	chr11,116734833,116737613
chr11,116968002,116974060	chr11,116737743,116757173
chr11,116968002,116974060	chr11,116757174,116759519
chr11,116968002,116974060	chr11,116761337,116762181
chr11,116968002,116974060	chr11,116762182,116764631
chr11,116968002,116974060	chr11,116764632,116774607
chr11,116968002,116974060	chr11,116774731,116775927
chr11,116968002,116974060	chr11,116775928,116783462
chr11,116968002,116974060	chr11,116789135,116799697
chr11,116968002,116974060	chr11,116799698,116801555
chr11,116968002,116974060	chr11,116833335,116844129
chr11,116968002,116974060	chr11,116874037,116875592
chr11,116968002,116974060	chr11,116923481,116930117
chr11,117014364,117016742	chr11,116653884,116657529
chr11,117014364,117016742	chr11,116674806,116677880
chr11,117014364,117016742	chr11,116713198,116721971
chr11,117014364,117016742	chr11,116721972,116726983
chr11,117014364,117016742	chr11,116726984,116732129
chr11,117014364,117016742	chr11,116732130,116733319
chr11,117014364,117016742	chr11,116733320,116734832
chr11,117014364,117016742	chr11,116734833,116737613
chr11,117014364,117016742	chr11,116762182,116764631
chr11,117014364,117016742	chr11,116774731,116775927
chr11,117014364,117016742	chr11,116789135,116799697
chr11,117065468,117075182	chr11,116653884,116657529
chr11,117092174,117109710	chr11,116606391,116617497
chr11,117092174,117109710	chr11,116636086,116637367
chr11,117092174,117109710	chr11,116677881,116681040
chr11,117092174,117109710	chr11,116710821,116713197
chr11,117092174,117109710	chr11,116721972,116726983
chr11,117092174,117109710	chr11,116726984,116732129
chr11,117092174,117109710	chr11,116732130,116733319
chr11,117092174,117109710	chr11,116734833,116737613
chr11,117126824,117143827	chr11,116653884,116657529
chr11,117126824,117143827	chr11,71689873,71703373
chr11,117126824,117143827	chr11,74922767,74923757
chr11,117184785,117190088	chr11,117550507,117561063
chr11,117190089,117199025	chr11,117670344,117671597
chr11,117686001,117689951	chr11,117236615,117250623
chr11,117686001,117689951	chr11,117250624,117251152
chr11,117686001,117689951	chr11,117275240,117281443
chr11,117686001,117689951	chr11,117282364,117290833
chr11,117686001,117689951	chr11,117293028,117298214
chr11,117686001,117689951	chr11,117298215,117299926
chr11,117686001,117689951	chr11,117299927,117303955
chr11,117686001,117689951	chr11,117303956,117311230
chr11,117686001,117689951	chr11,117311231,117313757
chr11,117686001,117689951	chr11,117313758,117315298
chr11,117686001,117689951	chr11,117315299,117319011
chr11,117686001,117689951	chr11,117322041,117327097
chr11,117686001,117689951	chr11,117327098,117332915
chr11,117686001,117689951	chr11,117364709,117370659
chr11,117686001,117689951	chr11,117381753,117386322
chr11,117686001,117689951	chr11,117421027,117427562
chr11,117686001,117689951	chr11,117472757,117484105
chr11,117686001,117689951	chr11,117497726,117505195
chr11,117686001,117689951	chr11,117536283,117550506
chr11,117686001,117689951	chr11,117771015,117779222
chr11,117686001,117689951	chr11,117810815,117814054
chr11,117686001,117689951	chr11,117817280,117818517
chr11,117686001,117689951	chr11,117820270,117826676
chr11,117686001,117689951	chr11,117830651,117840541
chr11,117686001,117689951	chr11,117863861,117870810
chr11,117686001,117689951	chr11,117871889,117874044
chr11,117686001,117689951	chr11,117886020,117891891
chr11,117686001,117689951	chr11,117891902,117895703
chr11,117686001,117689951	chr11,117912841,117918487
chr11,117686001,117689951	chr11,117918583,117923165
chr11,117686001,117689951	chr11,117924071,117924459
chr11,117686001,117689951	chr11,117931959,117932727
chr11,117686001,117689951	chr11,117971831,117979535
chr11,117696255,117705678	chr11,117251250,117259880
chr11,117696255,117705678	chr11,117282364,117290833
chr11,117696255,117705678	chr11,117303956,117311230
chr11,117696255,117705678	chr11,117311231,117313757
chr11,117696255,117705678	chr11,117315299,117319011
chr11,117696255,117705678	chr11,117810815,117814054
chr11,117696255,117705678	chr11,117891902,117895703
chr11,117696255,117705678	chr11,117935974,117943412
chr11,117696255,117705678	chr11,117987291,117989723
chr11,117735222,117749427	chr11,117298215,117299926
chr11,117735222,117749427	chr11,117313758,117315298
chr11,117735222,117749427	chr11,117327098,117332915
chr11,117797690,117808338	chr11,117298215,117299926
chr11,117797690,117808338	chr11,117327098,117332915
chr11,117797690,117808338	chr11,72083531,72088995
chr11,117855822,117863860	chr11,117689952,117696254
chr11,117855822,117863860	chr11,117719877,117724183
chr11,117895704,117902460	chr11,117298215,117299926
chr11,117895704,117902460	chr11,117705679,117714053
chr11,117944924,117949255	chr11,117689952,117696254
chr11,118019282,118033917	chr11,118179727,118182542
chr11,118019282,118033917	chr11,118253266,118255814
chr11,118047283,118052484	chr11,118015443,118019281
chr11,118204430,118218017	chr11,118371533,118376027
chr11,118269623,118273053	chr11,118008416,118009470
chr11,118269623,118273053	chr11,118033918,118040884
chr11,118269623,118273053	chr11,118280110,118286386
chr11,118269623,118273053	chr11,118342740,118344917
chr11,118269623,118273053	chr11,118347087,118361533
chr11,118269623,118273053	chr11,118361713,118363988
chr11,118269623,118273053	chr11,118363989,118367420
chr11,118269623,118273053	chr11,118371533,118376027
chr11,118269623,118273053	chr11,118389852,118397197
chr11,118301807,118310538	chr11,118015443,118019281
chr11,118301807,118310538	chr11,118504169,118506957
chr11,118397556,118398588	chr11,118033918,118040884
chr11,118397556,118398588	chr11,118040885,118045365
chr11,118397556,118398588	chr11,118085344,118088619
chr11,118397556,118398588	chr11,118243406,118251605
chr11,118397556,118398588	chr11,118253266,118255814
chr11,118397556,118398588	chr11,118286387,118296630
chr11,118398589,118403951	chr11,118255815,118257470
chr11,118398589,118403951	chr11,118257471,118268821
chr11,118398589,118403951	chr11,118280110,118286386
chr11,118398589,118403951	chr11,118389852,118397197
chr11,118437505,118446166	chr11,117971831,117979535
chr11,118437505,118446166	chr11,118075603,118085343
chr11,118437505,118446166	chr11,118150764,118154323
chr11,118437505,118446166	chr11,118255815,118257470
chr11,118437505,118446166	chr11,118257471,118268821
chr11,118437505,118446166	chr11,118415340,118427787
chr11,118461231,118466251	chr11,118255815,118257470
chr11,118461231,118466251	chr11,118338765,118342739
chr11,118475650,118483793	chr11,118521339,118546218
chr11,118506958,118507396	chr11,118621516,118622468
chr11,118546219,118554953	chr11,118605041,118621515
chr11,118546219,118554953	chr11,118813196,118816664
chr11,118546219,118554953	chr11,118858014,118864147
chr11,11856474,11872706	chr11,12292341,12295537
chr11,11856474,11872706	chr11,46146579,46155865
chr11,118574529,118576259	chr11,118577096,118582267
chr11,118574529,118576259	chr11,118761473,118773705
chr11,118574529,118576259	chr11,118773706,118777605
chr11,118574529,118576259	chr11,118777606,118779677
chr11,118574529,118576259	chr11,118813196,118816664
chr11,118574529,118576259	chr11,118818937,118825487
chr11,118657194,118662056	chr11,118448417,118450061
chr11,118657194,118662056	chr11,118483794,118488966
chr11,118657194,118662056	chr11,118573287,118574528
chr11,118657194,118662056	chr11,118603397,118605040
chr11,118657194,118662056	chr11,118622469,118633388
chr11,118657194,118662056	chr11,118777606,118779677
chr11,118657194,118662056	chr11,118779678,118784434
chr11,118657194,118662056	chr11,118813196,118816664
chr11,118657194,118662056	chr11,129120617,129125320
chr11,118752447,118759326	chr11,118483794,118488966
chr11,118752447,118759326	chr11,118493907,118504168
chr11,118752447,118759326	chr11,118582268,118586362
chr11,118752447,118759326	chr11,118622469,118633388
chr11,118752447,118759326	chr11,118643404,118650980
chr11,118752447,118759326	chr11,118662057,118663265
chr11,118752447,118759326	chr11,118665663,118669296
chr11,118752447,118759326	chr11,118669356,118672629
chr11,118752447,118759326	chr11,118672630,118684421
chr11,118752447,118759326	chr11,118684422,118687290
chr11,118752447,118759326	chr11,118687291,118689380
chr11,118752447,118759326	chr11,118689509,118697846
chr11,118752447,118759326	chr11,118740547,118747800
chr11,118752447,118759326	chr11,118760100,118761472
chr11,118752447,118759326	chr11,118761473,118773705
chr11,118786462,118802518	chr11,118582268,118586362
chr11,118786462,118802518	chr11,118605041,118621515
chr11,118786462,118802518	chr11,118643404,118650980
chr11,118786462,118802518	chr11,118662057,118663265
chr11,118786462,118802518	chr11,118665663,118669296
chr11,118786462,118802518	chr11,118672630,118684421
chr11,118786462,118802518	chr11,118777606,118779677
chr11,118786462,118802518	chr11,46155866,46156281
chr11,118825488,118846969	chr11,118466252,118475549
chr11,118825488,118846969	chr11,118559199,118573286
chr11,118825488,118846969	chr11,118586363,118587794
chr11,118825488,118846969	chr11,118605041,118621515
chr11,118825488,118846969	chr11,118622469,118633388
chr11,118825488,118846969	chr11,118640379,118642112
chr11,118825488,118846969	chr11,118643404,118650980
chr11,118825488,118846969	chr11,118650981,118657193
chr11,118825488,118846969	chr11,118665663,118669296
chr11,118825488,118846969	chr11,118672630,118684421
chr11,118825488,118846969	chr11,118684422,118687290
chr11,118825488,118846969	chr11,118687291,118689380
chr11,118825488,118846969	chr11,118689509,118697846
chr11,118825488,118846969	chr11,118697847,118709843
chr11,118825488,118846969	chr11,118709844,118714807
chr11,118825488,118846969	chr11,118740547,118747800
chr11,118825488,118846969	chr11,118760100,118761472
chr11,118825488,118846969	chr11,118761473,118773705
chr11,118825488,118846969	chr11,118777606,118779677
chr11,118825488,118846969	chr11,118779678,118784434
chr11,118825488,118846969	chr11,118816665,118818936
chr11,118864148,118873954	chr11,118521339,118546218
chr11,118864148,118873954	chr11,118605041,118621515
chr11,118864148,118873954	chr11,118622469,118633388
chr11,118873955,118886502	chr11,118483794,118488966
chr11,118890596,118908933	chr11,118483794,118488966
chr11,118890596,118908933	chr11,118493907,118504168
chr11,118890596,118908933	chr11,118504169,118506957
chr11,118890596,118908933	chr11,118605041,118621515
chr11,118890596,118908933	chr11,118643404,118650980
chr11,118890596,118908933	chr11,118886503,118888984
chr11,118908934,118933371	chr11,118972932,118975046
chr11,118962934,118972931	chr11,119137804,119142031
chr11,118962934,118972931	chr11,119179254,119184825
chr11,118962934,118972931	chr11,119223802,119232719
chr11,118962934,118972931	chr11,119242299,119244927
chr11,118962934,118972931	chr11,119244928,119247804
chr11,118962934,118972931	chr11,119899993,119904786
chr11,118962934,118972931	chr11,73046407,73048103
chr11,118976579,118981650	chr11,118972932,118975046
chr11,118976579,118981650	chr11,119174856,119176453
chr11,118976579,118981650	chr11,72846275,72848909
chr11,118988118,118993122	chr11,119244928,119247804
chr11,119026544,119041538	chr11,119244928,119247804
chr11,119026544,119041538	chr11,63774552,63776443
chr11,119061236,119081678	chr11,119298219,119312638
chr11,119158707,119167213	chr11,118761473,118773705
chr11,119158707,119167213	chr11,119081679,119088386
chr11,119212273,119221136	chr11,119434630,119441290
chr11,119212273,119221136	chr11,120004715,120012727
chr11,119247805,119257566	chr11,119493606,119496346
chr11,119247805,119257566	chr11,119687175,119688044
chr11,119295210,119296390	chr11,119832223,119835604
chr11,119478491,119486086	chr11,119922061,119924076
chr11,119478491,119486086	chr11,119969004,119976370
chr11,119478491,119486086	chr11,119976371,119979205
chr11,119478491,119486086	chr11,120116995,120119527
chr11,119523930,119534523	chr11,119882903,119892336
chr11,119523930,119534523	chr11,119926406,119928044
chr11,119523930,119534523	chr11,119930436,119933773
chr11,119523930,119534523	chr11,119969004,119976370
chr11,119523930,119534523	chr11,119976371,119979205
chr11,119523930,119534523	chr11,119979206,120002736
chr11,119578995,119584408	chr11,119969004,119976370
chr11,119578995,119584408	chr11,119976371,119979205
chr11,119578995,119584408	chr11,119979206,120002736
chr11,119578995,119584408	chr11,120116995,120119527
chr11,119590607,119603415	chr11,119904787,119913555
chr11,119590607,119603415	chr11,119979206,120002736
chr11,119878933,119882902	chr11,119341312,119347150
chr11,119878933,119882902	chr11,119357623,119360849
chr11,119878933,119882902	chr11,119486087,119488771
chr11,119878933,119882902	chr11,119493606,119496346
chr11,119878933,119882902	chr11,119573895,119577099
chr11,119878933,119882902	chr11,119605229,119621345
chr11,119878933,119882902	chr11,119960493,119969003
chr11,119878933,119882902	chr11,119976371,119979205
chr11,119878933,119882902	chr11,119979206,120002736
chr11,120038987,120045985	chr11,119232720,119237649
chr11,120038987,120045985	chr11,119445859,119452077
chr11,120038987,120045985	chr11,119681634,119687174
chr11,120048580,120058496	chr11,119605229,119621345
chr11,120048580,120058496	chr11,120165302,120180030
chr11,120081278,120086802	chr11,119539150,119553109
chr11,120099439,120116994	chr11,119605229,119621345
chr11,120099439,120116994	chr11,119712391,119722861
chr11,120099439,120116994	chr11,120165302,120180030
chr11,12029127,12034003	chr11,11300767,11307133
chr11,120379648,120385627	chr11,120792640,120798393
chr11,120379648,120385627	chr11,120798394,120801110
chr11,120763574,120772262	chr11,120434108,120440828
chr11,120893233,120896388	chr11,120449232,120455141
chr11,120893233,120896388	chr11,121771730,121786640
chr11,120968990,120984431	chr11,120368575,120370741
chr11,120968990,120984431	chr11,120434108,120440828
chr11,120968990,120984431	chr11,131330886,131335133
chr11,121162346,121169475	chr11,121459038,121464865
chr11,121162346,121169475	chr11,121473394,121476408
chr11,121315620,121323779	chr11,121187391,121192488
chr11,121315620,121323779	chr11,121192489,121193917
